s1_flesch_score,s2_flesch_score,s3_flesch_score,s4_flesch_score,s5_flesch_score,flesch_score,REF impact case study identifier
15.95,30.2,45.22,40.62,29.82,42.21,3a914efb-3833-4acb-8ce6-98775057326f
36.15,37.64,40.79,42.95,41.77,39.26,861c499c-afc9-4131-b0ff-f2294e258271
29.18,17.78,13.1,10.64,26.67,9.79,5b08a69f-2db4-4587-aeb3-64e35404cf69
12.02,21.33,24.34,31.31,18.31,25.19,26be5d9f-2c7c-44ac-abba-4d623e429a10
48.43,31.82,32.67,39.97,35.37,32.73,cf545c27-d5d0-4ad5-944e-90177e50b332
-27.67,18.79,17.68,26.64,24.07,20.11,3eac07b1-7c69-4191-a622-85f64476c018
26.3,41.5,65.59,42.72,29.75,37.81,70a9aee2-5d95-42e1-9160-f6435693d76b
31.92,23.46,52.05,26.14,20.38,23.56,ad586d21-ca08-4af8-8f8d-b3b5f127feff
28.17,17.41,60.65,19.13,45.72,26.74,0e305bb4-ce54-48ad-891d-5c1e8bc0ffe3
8.54,43.93,47.72,21.81,27.18,36.83,c21fc1d7-0d30-4478-b16b-8e6c2fd663b4
14.7,18.02,46.78,20.45,49.92,31.51,38b8cf92-5f4d-4db6-ae26-257dfb8c4eb1
1.13,32.94,45.22,36.42,1.97,33.44,733349ac-eacb-4ef4-af3e-fa55fd78f268
18.52,21.53,0.12,36.52,-2.26,26.24,f667c9e5-4153-46f7-9595-e0ebb7cd0ea5
34.29,29.99,40.85,39.06,36.05,41.6,f68aef42-604f-4bd7-85cb-694dd6616686
9.22,30.09,26.1,30.6,23.26,25.19,3ce7773c-6e38-4f54-a537-b8601e161619
17.0,26.44,52.36,30.4,45.56,35.07,5e29301d-903b-40b0-bb23-947c21bcfd3f
10.23,8.0,51.85,20.35,-64.27,7.05,9affd608-4fc3-4192-9077-69cacaf81b3a
-12.28,27.32,54.59,33.95,13.48,27.22,964c2682-34b1-4622-b99b-f6e335eadd4c
5.5,21.43,32.67,41.5,16.18,31.21,e004d69f-664e-45ab-a82b-11090f96de9d
10.43,24.21,47.35,38.66,3.47,37.71,16484e1c-db83-43f1-8f93-d16da11517a6
21.53,12.46,34.36,31.41,-29.17,15.41,daae45f9-a68e-4229-97c0-7dfcc070ae33
17.03,21.74,52.15,29.38,60.92,33.75,90438e7e-482b-424d-9849-25cff11c68cf
39.77,29.08,56.21,39.97,35.34,44.34,0c7d2cad-5dd1-424b-a85e-6c7352ad5037
18.28,30.54,35.23,31.35,53.88,38.35,329af089-a863-4bf5-93bc-edb0ee08d12c
32.63,34.97,50.12,29.08,26.3,19.06,e845761a-965c-4661-8339-3bf4bbf419b1
32.16,25.53,58.89,43.56,31.68,40.79,ae87bcbc-1042-4ac6-a2fa-e17cef1b4ce4
8.91,20.62,29.52,31.85,12.19,26.2,eb55099b-13bf-4a8d-8e4e-60c532c76764
14.67,31.55,27.59,31.11,-25.31,24.78,9388f515-6677-4b97-883f-40b442ed9a77
35.2,33.99,69.99,45.09,11.76,47.52,a03942bc-86b9-4ed1-a2ae-b26c3e7114b6
-41.88,18.42,39.53,27.59,29.04,16.66,9b97d849-3e5f-4b33-8069-e90ef8e37d2f
-0.94,19.71,50.63,36.22,9.86,30.09,eb92be7e-d816-448f-99a7-6640fb5e3f84
5.7,24.0,48.5,30.94,-28.86,32.16,3365e282-aaa1-44d1-8e03-5835da61220b
9.56,23.5,55.54,30.7,-3.31,30.4,5dcd5b0c-5e5f-4fc0-8c39-65469c1e6257
17.0,30.13,20.48,32.36,-0.04,21.13,1516412b-ab8e-4e77-af66-8bc1253a1c1e
25.19,5.97,41.87,33.28,13.58,28.47,64818531-1fd3-4950-bcab-9889a13bab65
19.16,28.47,36.05,44.64,17.3,29.75,5065119f-66b9-43c2-bcc4-82202f081d22
25.46,31.96,37.57,44.34,-16.11,29.04,fc2ac5db-5b8f-4987-8f42-6f42d5fecc6a
43.02,53.51,62.24,38.76,39.33,44.03,3ea6e683-0a2e-4112-9743-4e9a5a1c5bef
22.89,32.43,25.86,43.83,-41.83,27.22,e7b2a8ab-3428-45f7-bf58-a625387087fd
2.41,26.85,43.9,35.51,39.13,30.4,4412a2cd-424f-4d09-b9e9-23bc84bca911
9.05,17.37,46.37,23.8,-38.49,21.02,2f77f185-074e-482f-9bdb-8146a98d6ecc
36.63,16.15,65.28,28.81,33.71,33.65,4464e386-81d0-4ca4-bb10-6b9e90ebefc6
28.88,29.08,52.56,24.71,18.11,33.54,19f39add-63b2-40c9-9042-3243ed565ece
37.84,35.37,47.49,33.44,52.09,34.86,f265817c-711b-45b2-aba9-b939b2f93d2a
17.47,21.47,50.23,32.16,39.6,32.83,950e53bd-9bb3-4ccf-a424-2ebee28c8c03
13.21,28.06,58.69,36.12,-18.85,29.89,5281e60a-1db2-4941-977c-4187578563f1
47.69,27.25,51.55,39.26,-14.82,26.2,381e6303-0c1c-4305-80f7-a089f4fb8983
-1.11,29.22,36.42,34.12,-34.59,22.38,17085a2a-a00d-4e3d-b36c-c08ae409a656
24.82,48.43,70.5,41.63,58.18,48.64,290cd333-6ef3-47a1-acf2-1c22d5d966f4
12.6,29.79,40.14,28.67,24.11,33.44,0cf6aa38-83d0-4c31-9cf2-243e938c4431
32.53,38.76,50.33,42.51,34.02,35.27,597c7285-3ca9-4d75-99eb-45f4f03bfc25
2.79,23.7,45.01,30.54,34.42,36.42,90b69631-1de9-4681-b633-e39b87578872
37.64,36.83,52.15,33.58,3.53,33.54,fac1afcc-0030-4b7c-92a6-92be4c156baf
14.16,11.05,27.59,46.71,24.24,32.94,940a3a53-d51d-497c-895b-2c966a2218c2
42.11,12.36,70.09,48.54,54.83,36.18,0b6b3716-a459-4c96-8111-b9f94183bc31
5.42,20.92,45.12,36.12,-8.01,33.24,33cb6492-d9e0-405c-81d2-8cbce1b88679
19.71,23.09,35.17,36.63,-60.68,22.85,2eac7144-dbe0-483a-b388-337c492496bd
2.65,24.82,69.68,31.65,30.43,30.09,90e3fd79-2d4c-494a-bf57-751dcab380d9
22.65,40.99,20.24,45.76,-55.23,28.03,ead8c583-0260-43f2-850b-dcdd25a0ce7d
25.46,37.44,52.15,45.49,35.84,49.75,b6e70cdb-c4ea-4ce5-96a7-46c503303200
23.5,25.63,27.11,19.23,-27.65,18.59,06b6214f-023c-4c3d-9357-d6e15df0bdf6
39.67,39.67,57.57,49.96,-130.52,35.27,8d4f96f2-e475-4d63-bc02-7ab74107a33c
56.86,43.22,46.06,42.85,-38.48,34.36,1054f9f0-5b42-4ceb-aeec-a57231d94c23
29.22,26.44,45.86,44.07,19.94,39.57,999f71c5-e22d-48d9-ac5a-af0102e8446a
51.38,31.41,26.1,48.43,47.89,41.4,6d6a530b-46d2-456f-a723-8c0e206f8e67
38.05,27.15,50.94,28.57,28.5,32.33,764f1bfb-ef0d-418a-89e9-8c8e285490e7
29.08,25.42,44.61,37.74,16.18,32.33,9c0d809f-b070-4e19-a8e3-61b7db0a230d
13.82,19.91,43.46,35.31,48.6,29.28,7012313d-b8aa-43ca-a9ae-fe32d08e97d6
21.06,33.07,40.18,40.31,1.8,35.61,ba12da48-4077-4ab6-b73f-39338dcb3fa4
30.7,29.28,54.83,34.19,57.57,41.4,e668bd96-2996-41da-9bfc-e82bf562af10
25.53,24.04,61.06,39.06,-44.87,29.99,ccade07d-a6a5-4e1d-87f3-7d3fdca3c4ed
-3.45,32.94,54.49,37.23,7.9,32.83,be3211e9-339f-450f-9d12-7addb8bd6859
9.56,32.94,45.66,38.76,44.91,41.29,2e3c7a44-f4d5-4c22-a425-4ceb34e562d8
5.87,35.47,45.32,38.86,35.23,36.08,138e6504-a8ed-412f-a117-d3402ede3964
15.99,21.43,46.03,32.16,51.44,39.06,44a061ca-7130-4ffb-bb06-857512337547
11.93,24.11,60.61,41.84,29.21,38.76,2a954913-3225-48ef-8c36-ed0b63c721b1
34.29,28.06,18.96,47.52,23.73,32.02,f5b1133b-3370-4e49-971f-b9dd72942bc0
-10.75,20.55,47.28,27.79,43.49,23.6,a9ab2e73-d840-4b99-89fa-ec3b5ce606ae
36.59,43.32,52.87,37.84,29.41,36.79,09c8964e-c20d-432f-a0ec-0931c33c80cf
4.14,24.37,61.53,32.22,61.83,37.0,284ac385-501e-4d3e-81d9-f95939f1669f
39.26,28.98,62.64,31.35,52.76,42.92,afaf6aa7-e73d-4569-8a5b-a64fd2b85bb1
8.91,21.02,57.06,34.49,37.37,30.91,3fc15c5b-95bd-4927-8e70-68a8b6421b90
3.84,15.51,39.63,29.48,23.12,23.36,f2de32d9-393f-43c5-b3fc-19e747e5e1a2
23.97,18.39,29.89,27.05,38.52,29.08,74c111c1-8e2b-44ed-bcc9-261f59508bf9
40.38,28.98,59.6,44.44,25.83,43.43,bf98a630-c487-492f-bdd1-74b2452679df
2.11,16.52,33.14,21.26,17.91,20.31,f6dc2d14-54c3-42c5-affa-56d426e78cc9
13.62,31.55,45.62,36.02,10.3,30.5,9892ddb1-f3f9-4b6f-9402-d4c317a8ffa2
9.86,20.62,32.6,31.92,23.12,24.78,111c4cab-7c8b-4776-9d28-7769abf4820c
4.85,8.1,35.57,20.65,42.07,15.31,6feee7ff-5112-428d-bd18-20cc7c7cbe23
-22.43,5.56,37.0,14.56,17.34,14.63,837cec5c-2af4-4e74-bd1e-909849a6c96b
-18.57,19.74,52.36,41.94,55.34,39.37,c3425483-2f9c-4536-a327-76bd74386572
32.53,31.25,60.11,29.62,43.43,40.79,f847d204-d75e-4179-8715-81a05bb7c484
-16.85,5.32,32.49,24.78,18.92,20.08,048cf8a3-8ebd-46c5-adcd-dcc55a0dc345
10.74,17.47,51.95,30.5,36.49,34.05,4c63d97c-990a-4a50-a394-774831b5984a
27.45,34.8,51.65,30.54,-25.52,28.37,c6351043-a5ff-4d3c-ac72-3986cb067d8c
25.16,17.07,53.37,22.79,14.56,26.91,b69901c5-e392-4760-923a-ab5bdc9d3889
30.03,18.89,51.14,24.95,27.99,36.52,71b707c0-8e72-49ea-a60f-684b3dee009e
24.11,25.93,51.04,35.51,23.46,31.62,a42eeb51-047a-45cc-a541-9839c147d661
-3.82,17.91,48.91,35.1,3.56,29.18,1cbcef95-0a6b-4e15-a04e-7e2af3d712e9
19.4,28.37,49.72,36.12,51.85,39.97,fb8e284b-efc1-4518-8cbd-0cbdedc5b802
35.71,32.36,48.81,33.28,13.69,35.91,a547d226-7a4a-413d-8134-a115129d1446
26.64,36.12,50.06,35.2,50.53,30.4,af86d132-098f-48d5-9dbd-e71b97c382ff
35.81,31.14,46.47,37.54,40.85,35.17,ca847930-6a4d-49b6-9196-bbac31d5c212
28.2,32.16,52.66,39.2,25.42,36.73,f8279032-f78b-4d8b-9edc-16d619fd0176
9.52,23.09,34.32,30.13,-39.85,25.63,8a9b9d14-bda7-4652-b917-351ce56bce76
25.63,16.36,31.99,22.58,32.53,18.89,27ed169a-063c-46c0-b88a-77775f55e006
19.74,26.44,46.85,39.77,17.2,31.21,6244bc97-4cf7-4f0a-8608-6939f95aa7f8
17.17,25.02,46.94,35.51,44.24,34.05,f52af5e6-e256-4d1a-832d-7bb6dd12e079
30.6,25.42,41.46,25.12,21.9,30.2,a87eca98-0e2a-4f16-be91-13ddf87e180f
3.81,26.34,63.86,31.35,29.86,29.28,f464c03e-28c2-4756-8ba6-f421d89bceab
15.51,26.24,46.78,42.82,32.49,35.88,1ac0e239-0319-4e31-87c0-763b538d148a
-8.09,25.02,55.1,31.41,23.73,27.52,58966127-7950-4c8d-84e5-35a4f3cf9bfc
11.59,17.71,37.5,17.51,54.63,22.48,4fa2446c-d912-4f09-99dd-c2031599c15b
20.11,32.33,52.36,37.74,-51.32,29.79,2909154c-7777-43c2-a390-046225bbe274
18.73,34.6,42.72,32.46,-32.22,29.08,4951faf5-ed3f-4b52-bccf-3d1f99781690
26.17,32.53,32.7,18.32,33.31,28.77,970f8fdf-335a-4fb2-8ad0-fc7d23ae8386
31.59,24.0,55.74,40.82,39.23,36.32,009924de-7f59-4a7c-87e2-637763728e1d
25.16,22.79,43.39,27.9,51.38,35.1,3f7446db-da84-4fc7-ab8d-7191bcdbb15d
4.18,10.98,35.44,26.03,26.61,28.98,4eb17505-a326-49df-96ea-ed472ef13698
27.35,31.72,57.37,36.52,-18.54,32.53,73598e56-1890-4813-b4ea-ea2c9dddee06
14.26,4.34,53.58,33.78,-69.12,26.64,eeb15805-9195-47b7-94ba-ab8d7daca1fd
18.32,24.82,43.59,35.71,36.05,33.34,33ab52a6-e97e-488a-af77-300ba7caba46
-23.27,18.69,53.27,26.68,-19.56,31.82,4e7b311b-9d24-47f7-afd1-38fb2fa6d313
33.78,11.18,64.17,42.24,43.9,41.29,af13c1c0-2279-4b61-8da0-2a9f3b670806
-13.12,18.42,49.82,14.77,30.94,23.29,c7ae8c6c-091a-4972-9590-502e734258c5
-0.57,21.33,54.9,33.68,18.25,39.87,e6e93304-328f-4101-87db-1168a40650ad
-25.64,12.8,28.23,25.56,32.39,16.66,8f1c4fbc-02ec-4923-94b4-96a7cdc2d7ac
-8.76,10.98,25.25,32.97,36.96,27.66,55171ba8-c633-4896-8c6e-08ee515affac
24.71,24.0,45.32,28.1,29.08,24.27,64d2f482-11d7-4722-8dbc-b73efa3c6e35
15.14,23.6,43.49,22.99,27.28,23.05,4d06e45c-1a6a-48e3-a12c-aa9ad1349bc9
-15.19,36.32,61.83,31.41,12.7,35.68,67bb16f8-c5cf-4284-8341-f8cd303fbf88
29.15,47.72,50.73,46.0,15.17,39.87,152e1057-c458-414b-bd2b-fa623cb8e1dd
36.36,49.35,55.54,40.52,-12.19,40.48,654341c0-9c2d-4354-8b54-d5c5af946265
3.81,29.59,63.15,21.2,-1.62,36.63,537dd896-904a-4af8-ab1c-6656e932ea0d
4.82,20.21,52.76,21.2,-1.62,27.66,924f5166-1b3a-4fab-9ea9-f8d793de58df
22.04,30.2,33.41,44.98,24.24,40.18,9102d155-8f1b-4c39-8094-f459069f7ad6
-56.09,7.63,33.71,32.87,-44.42,29.59,c49c8f3d-ed86-4551-a909-039a8a6ca4b5
0.79,22.48,51.55,30.54,-11.97,25.63,3fd257f3-e5e8-4d0e-9a9f-46b2a459514f
-22.26,30.5,33.51,33.48,39.33,31.21,6a15b338-a20e-45d7-bd46-6dd9bb1e16cb
30.7,34.19,45.83,29.42,19.87,37.64,ff40ad17-cd1c-424b-a032-e6a231af1574
5.66,16.02,51.34,29.89,-1.96,18.65,638b4528-e6ee-49d5-b809-70fddb0dd174
7.73,-0.94,30.8,28.67,39.23,18.69,4308ad5e-6ca5-4df7-ab13-c6b237adab5a
12.8,27.35,36.18,31.55,41.06,28.57,07c623dc-ea2c-478d-8edd-d5a6ca089999
21.94,22.58,54.49,30.09,22.71,34.15,46f54b18-69dc-467b-b165-ab2fcbbb13cc
23.09,22.58,21.5,23.29,-10.08,19.2,943c27ef-5d31-4f08-b694-5ca53d186563
13.65,12.7,44.91,29.52,38.32,28.37,c027f73d-e076-4f83-8387-c1d60d299a71
7.87,27.59,51.55,45.09,11.93,39.37,454f290a-fde3-4e05-b3f1-56313ed8f305
24.68,38.96,50.33,30.7,27.56,33.14,60f06685-cebc-4dc5-970c-b8b24abfab81
3.13,13.01,55.5,38.45,20.08,33.24,4791d44c-76a4-46f4-a94c-d3bcebc7b3b2
19.3,26.2,29.82,27.35,48.6,25.69,707bc90e-9dd9-4eff-b7b7-03a6e0919df1
30.6,30.09,37.3,35.51,-22.17,32.22,3649b8f2-c66c-43c5-91fa-487ed19e80f1
21.33,38.45,49.41,43.06,53.37,41.8,8530ec6c-e2c6-4745-b6fe-63b56519de88
26.14,11.65,51.85,27.15,10.06,24.17,838fb21b-834f-429e-8dec-1316705a6368
30.84,29.11,54.12,27.19,37.4,26.34,d9a269da-3138-4f74-8868-a14281f57a58
18.35,23.97,51.44,26.54,27.49,25.9,b131aa64-d621-43fa-8dc2-0eb1bb5e7c47
18.69,16.66,34.46,31.41,43.39,31.72,bb79068c-ded7-4b36-b27c-a242b5ef35bc
2.11,12.97,52.15,34.86,30.77,29.04,4681a852-a3e4-4d72-a238-2926b0c4ea1e
26.54,32.12,21.46,47.52,20.58,33.65,9a6221a4-7b38-4bc7-845f-6cb5103a5dee
32.43,43.32,46.64,41.4,37.98,46.98,d718e571-eb40-471d-b5fe-8858961dfe77
33.28,20.31,57.47,48.74,40.58,41.7,934d1f36-3967-4cb4-a9fd-2bf416505434
14.12,30.2,49.11,33.07,-114.11,16.32,fe3c7213-5e9a-474a-a8fa-a2b81b3ece12
-7.03,8.2,42.58,29.59,7.52,22.95,67e5714b-b856-41b9-a55b-4a3162cd2eec
33.99,22.79,50.53,41.13,14.56,37.84,6ce7170b-9808-42e2-a396-a967579b3ac0
19.4,7.49,34.12,22.28,-75.0,17.07,7f78e153-e59d-45a6-9e2b-495d2b91f579
9.56,19.71,27.83,28.88,-28.26,13.88,b95f8ad7-10a9-430b-9a2b-cdbe440c8c1d
10.06,13.48,32.6,22.99,36.86,21.84,37560e16-7bce-465c-a7b7-929c5725205d
17.17,29.28,50.63,44.27,52.05,40.89,e24e9543-f5ac-496a-ab0c-703d6905c51a
8.84,18.93,67.55,27.08,-138.3,32.36,db4eb211-e6e1-4d6a-ae1b-f243ceedda10
15.34,10.77,45.72,28.88,26.27,31.11,da901cc2-6b92-4285-b7e5-872bee3c3678
22.92,33.48,60.41,39.5,26.57,38.05,daf81c5d-3293-4bd9-a263-4211cc6c07e8
14.63,26.91,25.69,22.79,16.02,16.93,cb182d53-20f1-4256-aa90-a72a34bda29e
-8.38,28.27,42.68,33.68,41.97,29.89,1be2417e-aa4c-4f66-b513-f281011efbd4
22.89,16.96,37.81,31.75,-17.16,20.01,1a23a5fa-f55c-4e72-8a26-0ab29cd3f6a8
13.48,22.79,34.15,38.18,35.98,34.29,ba347639-2f06-43c8-b572-c7a2fba67fe7
25.29,45.46,54.69,45.19,47.96,43.02,d4542cab-6412-48a0-a832-d4cd851ca7fb
20.05,41.09,48.3,36.56,40.89,36.12,e0016284-ab76-4d1a-9079-e0e516017fef
-17.86,14.53,28.74,29.52,7.63,24.31,a5c374d4-5277-421b-a219-1b9394fac3c1
15.51,14.63,42.58,30.09,27.72,24.37,2fb9e31b-63ee-48cd-94ee-1f68a31786a1
-4.16,12.6,53.37,31.85,9.89,30.3,929a66ff-db93-4f0f-bda3-806a410d7838
4.78,22.62,49.72,30.13,-8.26,25.73,83fcdc80-2756-4001-9c4d-9f7df63c09ce
25.66,33.54,63.25,49.96,49.62,44.24,5b1e9346-c4e4-447e-b78d-24ff8e1c7e41
26.64,32.12,56.11,38.76,31.89,37.4,6a802efa-ccb9-46bc-b40e-2d0d079961ff
25.73,39.26,54.69,51.92,33.51,46.51,9bba0355-834f-445c-8853-225cf041ffee
41.09,27.76,59.3,49.15,59.5,51.28,9e924b96-4ce6-48f0-a3b9-6aae2a429e46
-16.14,22.55,50.23,25.83,20.58,24.07,2aa5606c-0be7-4794-9962-4ccf464e23b3
22.95,29.38,43.8,38.15,30.87,34.15,82a93fd0-16a6-476a-b525-ef591020a33c
46.1,31.04,55.4,37.13,5.69,33.24,860f8fa4-6344-44d5-804b-4a5464224e5c
29.38,33.38,38.82,44.58,50.12,39.77,db5740b0-413a-4ba6-b281-c5c0b9f1dbf0
20.82,40.18,53.07,35.0,34.15,39.57,fca89279-ae1f-4abc-8230-32f39c0d24b3
21.02,18.69,28.84,26.03,-3.95,26.24,0f346da3-988d-48a5-9fb2-d1db3c59809e
35.31,25.73,55.64,36.02,46.98,38.66,aa530b66-d321-41f2-aa83-f2bbef654d6c
11.08,38.66,61.43,18.83,40.45,32.63,17ff89da-69f7-4a77-a79e-c16e014c6b0e
35.61,28.98,35.23,35.0,33.95,32.02,1f52590e-6ada-4382-926e-c0f1076e5487
26.0,8.61,51.14,19.94,3.26,23.26,bd85d2cb-66b4-4194-a962-8c298761f349
39.4,25.83,48.5,46.71,61.83,40.48,bc4989b7-15db-4c73-8a28-01a683f942a3
5.29,33.58,44.54,29.11,-21.92,24.71,ffcb7df2-4e09-491a-b55f-28223a1429aa
34.29,30.94,44.71,31.45,5.19,35.51,a1c30354-a228-40e4-b06c-785cc5214af9
4.31,8.64,43.19,16.49,1.8,21.53,08dd339a-0f7e-4002-b92f-3275c0e98344
25.32,29.38,47.79,47.12,41.06,40.08,fd73afb3-0810-48f1-97c9-8fc7e96c2f43
27.15,36.63,55.84,24.71,10.53,31.21,fb908003-9bd5-4ffe-bf2b-9002182e84ff
12.6,40.69,50.84,47.12,32.29,41.29,b0b50807-0129-438c-9888-711b199d4c5a
22.28,44.58,30.23,43.36,45.46,41.9,a6ca1507-b336-4558-9e56-ce88b97ef643
18.02,17.2,50.02,26.48,17.34,25.63,7bde709b-21b2-4415-8ed8-55c942277d76
20.21,27.62,60.72,22.99,35.07,33.04,48f0dd2d-824c-4f96-bd6b-af82527375f9
28.67,31.21,46.13,40.69,19.84,28.84,9fad4ef9-ea30-40dd-a6ba-fbb01db30f61
28.57,39.57,61.73,36.63,23.32,40.89,b863d7f4-1190-4d10-a2e4-6eb23bee18ed
-24.29,42.51,60.01,49.55,43.59,45.46,67aaf644-1627-48d5-aa3b-7d6116d2cc60
12.13,34.39,46.33,32.87,30.6,30.91,561c2413-cb0a-4467-8089-1c86d23061c1
24.82,26.51,36.55,31.92,-33.43,35.27,2242f4fc-59f0-414b-a2b0-36afa05ce878
37.03,31.21,37.2,32.67,-19.55,37.84,ec169aab-8ee1-4cc3-ad93-e577dbd888f2
21.36,27.9,37.26,27.25,22.61,24.78,e3bfc32e-dfa2-4064-8d0c-8a27c6689fd5
3.76,27.42,40.24,33.85,35.23,28.03,884e4400-4941-4be8-945f-27a97b4534f8
33.78,19.71,42.17,45.05,-10.63,27.01,05e2d0ae-c2c3-4a71-95f4-f30821566e6e
32.83,32.57,51.14,31.25,30.7,38.05,ef77e6db-0d88-43eb-a804-7727e76b915f
28.0,26.14,40.95,36.05,20.08,26.95,1275ef84-4e10-45e2-a19e-ac52f5ae98fe
17.47,17.57,40.95,26.34,26.34,21.74,4b3a5dd1-b87d-494b-aeef-6e4b7dbe37fd
33.65,27.56,60.51,37.74,36.55,44.75,f24904b3-3973-42a1-88ba-6cc1a4bd37ac
28.2,28.57,62.04,41.5,21.7,33.04,1110fb83-2a9a-4266-bb34-c9648fc08756
17.88,5.83,28.23,22.58,1.94,14.39,9e66f841-5404-472a-9b50-deb816015bf5
29.52,27.05,44.41,38.25,46.37,32.02,29ccb361-8edb-4993-8ba2-1e6b36853517
25.05,35.31,51.75,45.39,-213.75,33.14,4d609ae2-5c44-4cae-a0ee-0c4ca19fdc50
12.56,20.21,14.7,29.42,-63.84,20.96,e3ad28dd-829b-4522-b1c3-b33f70ebc8d8
23.09,24.88,68.87,37.1,7.22,37.5,13af048a-6766-4c30-a653-bf69efd5c972
32.26,29.48,33.2,36.73,12.22,24.07,98dc1440-6bdc-4441-ba59-17d011edcfe5
-11.43,22.18,64.37,35.2,-32.76,23.87,2770cfec-e783-41b3-9460-79c5984a35b3
28.67,37.23,34.83,42.85,18.11,38.86,68fdafac-5733-45e0-bc04-00eb256773cf
48.33,31.45,62.75,43.06,-23.61,46.1,8c91039f-9ff8-4749-b553-5310967d196d
22.14,27.01,39.53,38.66,34.12,27.93,2dc8d3d4-a5ac-4dd4-bc5b-a972586f4c3d
29.25,40.38,43.63,31.25,38.89,40.99,cea77466-ded3-4c06-a266-6ec9b0f6550d
24.98,27.66,51.55,28.3,43.32,40.48,0eb259bf-d4e4-44ed-8d6f-f20ce3f214e7
21.6,13.04,24.14,31.35,26.74,26.95,b6d0a1a0-241d-4af1-945d-7936abee905a
-5.18,37.44,62.04,27.15,-21.39,23.56,58b0f8a5-340b-4b17-9c55-1e0838c00b47
27.86,27.66,44.81,23.09,19.63,31.21,ea77b289-8464-4040-93ca-04a638261376
-7.54,26.34,50.63,18.93,25.49,20.42,48efd03c-6eca-42b6-bf56-e0d8c0838be3
27.66,30.6,50.5,55.27,46.81,46.3,0f7d8041-56ab-4cf3-ab1c-9daa196f670f
18.69,17.78,42.27,35.1,13.0,33.24,787a0200-6f31-4a22-9be6-b946aae6738b
11.62,8.24,32.8,24.71,31.28,18.89,326c42b3-5613-4435-ac58-e0ad51c3dc13
48.77,20.92,36.69,50.77,-115.03,25.29,137c31d9-d938-4c17-b197-8368f4b05cba
38.92,32.83,49.82,28.1,44.1,40.28,22a9e84b-075d-4797-ad92-e23108342d3e
27.15,33.78,53.0,33.88,35.27,29.08,e16f947f-bdcb-4f4c-8dc9-4ea0afeb31e4
5.36,29.48,51.14,38.05,35.84,32.94,0b21884b-e3f1-4d94-9f7d-a5c84e1b5d07
18.73,21.74,63.56,24.61,14.49,30.6,1f0e1b1f-bb34-4d48-bffc-7c9907ee74cb
10.74,9.52,27.69,27.69,10.74,25.02,fca4076c-7bb7-4c60-b63f-71afc1f64f42
9.25,34.39,52.66,44.17,48.91,41.29,053d9a50-bca4-40e6-8935-5d60501601c9
35.31,29.79,56.21,38.35,33.71,42.31,f97a4b0e-b6ab-418b-8d93-ac1c48093276
-10.11,18.42,-2.6,37.54,-56.77,22.48,a12100af-8252-4d07-bcb6-30388c62d380
22.08,21.67,52.05,33.99,18.45,39.47,379d002d-201e-4527-818f-1324c5018eea
-10.92,35.41,32.94,41.33,41.77,36.22,38ee53f2-556b-4d18-9403-896d2573a786
15.61,24.61,53.47,30.03,29.01,38.86,ff923b74-0d3b-4984-a2d5-0976908d7104
0.76,9.39,37.71,26.07,24.31,21.16,b011bfca-86db-4d1c-8420-41a5e3c976ae
-1.96,11.35,43.39,8.34,16.73,10.53,ce67240b-8c93-4314-8af0-fab5a2bd1178
-71.99,21.47,58.18,34.9,5.15,32.53,55ea51fe-8b8a-4365-a5dd-dbb6058b9d42
22.04,41.19,61.02,36.02,53.17,43.02,9c685f00-0573-47bf-b559-9679838b2561
29.38,37.03,50.43,26.98,11.38,18.35,c5df444c-f64c-439e-85af-2c4f51fe3314
32.77,24.58,49.11,27.35,43.39,32.43,fe8763d3-99c9-4d11-8e3e-fd5510804794
32.36,24.31,54.08,28.51,18.42,35.1,76df009d-7c62-4d9c-826e-fd2c3444aefa
45.09,31.96,63.25,41.74,25.86,40.28,b7ad8e60-8073-48c4-aa93-e86360c5a383
3.7,25.59,30.57,27.35,10.06,17.54,fb18cb85-cf73-49bc-9817-11869bf435cd
10.16,12.06,52.49,10.64,22.21,22.14,40914aa3-4ce1-46c0-bfd8-50b84884b2c4
21.94,17.27,52.36,27.66,48.94,35.47,b960ee97-62e3-49b2-8ec7-b1e4b88b394f
14.63,18.59,50.94,35.31,-9.07,31.11,8c2f24a6-9c70-4cf7-9208-b3313fc67661
10.23,13.28,11.45,31.31,-69.95,7.76,44aa9927-809d-46af-8e9c-36eccd8e9844
-10.12,20.62,49.72,16.15,35.07,21.53,1e19cd85-2700-4ac2-b180-26894432f63a
21.74,27.52,39.53,40.18,39.23,35.27,7dcb83ed-6a5c-4501-9623-31d236dbac97
51.78,27.66,33.85,39.57,-44.67,15.41,7bd9ea81-30fd-4b79-99e2-260e28d4c797
30.2,34.86,67.35,32.77,38.72,43.93,edcc1908-1be5-4414-a425-b20e281833da
24.71,26.91,36.69,44.14,31.78,36.08,41737117-c238-442e-9a53-8d8610b1e534
18.39,12.43,22.68,21.97,-526.82,5.26,1b585823-65d4-42fa-aead-3bae962de568
15.91,27.22,43.29,37.34,35.07,35.07,ade113d9-6ac0-482e-9024-917fdc04dcc2
12.87,16.96,62.04,23.39,28.3,32.02,eb572921-fadc-4fe7-846f-6a0b884fd805
20.01,26.95,51.14,32.57,47.99,30.91,a30031ea-96f6-4c06-b413-cb594f73edb5
