id,ics_table_id,funder
10839,4954,British Academy
10840,4955,Economic and Social Research Council
10841,4955,Economic and Social Research Council
10842,4955,European Commission
10843,4955,European Commission
10844,4956,ESRC
10845,4957,Economic and Social Research Council (ESRC)
10846,4959,European Financial Reporting Advisory Group (EFRAG)
10847,4959,Institute of Chartered Accountants of Scotland (ICAS)
10848,4959,Scottish Accountancy Trust for Education and Research (SATER)
10849,4960,Economic and Social Research Council
10850,4960,Economic and Social Research Council
10851,4962,"Re:source: the Council for Museums, Archives and Libraries"
10852,4962,"Re:source: the Council for Museums, Archives and Libraries"
10853,4962,"Re:source: the Council for Museums, Archives and Libraries"
10854,4962,SLIC - Scottish Library and Information Council
10855,4962,SLIC - Scottish Library and Information Council
10856,4963,ESRC
10857,4968,G1: British Academy
10858,4969,UK Department for International Development
10859,4971,ESRC
10860,4971,US National Institute of Justice
10861,4971,Public Safety Canada 
10862,4971,Kirklees Council
10863,4971,Calderdale Council 
10864,4971,Flemish Peace Foundation
10865,4971,RAND
10866,4971,The Tavistock Institute
10867,4971,German government
10868,4972,British Academy
10869,4973,ESRC
10870,4973,Department of Health and Social Care
10871,4974,AHRC
10872,4977,AHRC
10873,4978,EPSRC
10874,4980,Arts and Humanities Research Council
10875,4981,Arts and Humanities Research Council
10876,4982,Economic and Social Research Council
10877,4982,Electoral Commission
10878,4984,Wellcome Trust
10879,4984,Arts and Humanities Research Council
10880,4984,Plastics Ocean Foundation
10881,4984,Natural Environment Research Council
10882,4987,NIHR
10883,4988,Department of Health
10884,4988,Skills for Care
10885,4988,Department of Health
10886,4988,Sussex Impact Acceleration Award
10887,4989,European Commission
10888,4990,AHRC
10889,4990,UK Foreign and Commonwealth Office (FCO)
10890,4990,ESRC
10891,4990,United States Department of Defense
10892,4990,British Academy
10893,4992,Bar Standards Board
10894,4992,Solicitors Regulation Authority
10895,4992,Professional Standards (Now CILEx Regulation)
10896,4992,Law Society of Ireland
10897,4993,ESRC
10898,4993,European Commission
10899,4993,European Research Council (ERC)
10900,4993,British Council
10901,4994,ESRC
10902,4994,Community Foundation Northern Ireland
10903,4994,Northern Ireland Community Relations Council
10904,4994,Department of Foreign Affairs (Ireland)
10905,4994,Department of Foreign Affairs (Ireland)
10906,4994,Community Relations Council
10907,4994,Community Relations Council
10908,4994,Northern Ireland Executive Office
10909,4994,Community Relations Council
10910,4996,British Academy
10911,4996,Economic and Social Research Council
10912,4996,"Education Above All, Qatar"
10913,4996,German Federal Ministry for Economic Cooperation and Development (BMZ)
10914,4997,ECONOMIC AND SOCIAL RESEARCH COUNCIL (ESRC)
10915,4997,LEVERHULME TRUST (UK)
10916,4998,European Commission
10917,4998, Stoke-on-Trent City Council
10918,4998, Public Health England
10919,4998, NIHR
10920,5001,Bill & Melinda Gates Foundation
10921,5001,Innovative Medicines Initiative (IMI)
10922,5001,World Health Organization
10923,5003,Freedom from Torture
10924,5003,Fundatia Terre des homme Elvetia
10925,5003,AMIF ABM1
10926,5003,GCRF/ESRC
10927,5003,CSO Scottish Government
10928,5003,AMIF/ABM3
10929,5004,National Institute of Dental and Craniofacial Research
10930,5004,Organix Foundation
10931,5004,Organix Foundation
10932,5004,Organix Foundation
10933,5004,The Borrow Foundation
10934,5005,British Academy
10935,5005,Innovate UK
10936,5006,Economic and Social Research Council
10937,5007,Economic and Social Research Council
10938,5007,Natural Environment Research Council
10939,5007,Scottish Government
10940,5007,HEFCE
10941,5008,Scottish Government
10942,5009,NERC
10943,5009,NERC
10944,5010,European Research Council
10945,5010,ESRC
10946,5010,ESRC-ANR
10947,5010,ESRC-ANR
10948,5010,ERC
10949,5011,ERDF (ESIF)
10950,5011,European Regional Development Fund
10951,5011,"Department for Business, Energy and Industrial Strategy"
10952,5011,Vestemi Ltd.
10953,5011,Innovate UK
10954,5011,Energy Systems Catapult Ltd. 
10955,5011,Hildebrand Technologies Ltd.
10956,5011,Energy Systems Catapult Ltd.
10957,5011,Energy Systems Catapult Ltd.
10958,5011,Knauf
10959,5011,Innovate UK
10960,5011,EC - Horizon 2020
10961,5011,BEAMA
10962,5011,Saint Gobain
10963,5011,ERDF (ESIF)
10964,5011,ERDF (ESIF)
10965,5011,Innovate UK
10966,5013,Medical Research Council
10967,5013,National Institute for Health Research
10968,5014,Medical Research Council
10969,5014,National Institute for Health Research
10970,5015,Thyssen Foundation
10971,5016,Economic and Social Research Council
10972,5018,Wellcome Trust
10973,5019,ESRC
10974,5020,Heritage Lottery Fund
10975,5020,Natural Environment Research Council
10976,5020,Biotechnology and Biological Sciences Research Council
10977,5020,SITA Environmental Trust
10978,5021,John Templeton Foundation
10979,5021,Department for Education
10980,5021,Kern Family Foundation
10981,5021,John Templeton World Charity Foundation
10982,5022,ESRC
10983,5022,"Office for Civil Society, Department Digital, Culture, Media and Sport"
10984,5022,UKRI/ESRC 
10985,5024,BRITISH ACADEMY
10986,5026,Charity Commission for England and Wales and Office of the Scottish Charity Regulator
10987,5026,Chartered Accountants Ireland Educational Trust
10988,5027,Economic and Social Research Council (ESRC)
10989,5027,British Council via University of Cape Town
10990,5027,HEFCE Newton Fund
10991,5027,GCRF@Essex
10992,5028,Institute for New Economic Thinking (INET)
10993,5028,Ford Foundation
10994,5028,European Commission
10995,5029,ESRC
10996,5032,South West Water
10997,5032, University of Exeter
10998,5032, Natural Environment Research Council
10999,5032, Dragon Capital Group
11000,5033,Leverhulme Trust
11001,5034,National Patient Safety Agency
11002,5034,Healthcare Quality Improvement Partnership
11003,5035,AHRC
11004,5036,ESRC
11005,5036, Foreign and Commonwealth Office
11006,5036, Foreign and Commonwealth Office
11007,5036, Foreign and Commonwealth Office
11008,5036,DEPARTMENT FOR DIGITAL CULTURE MEDIA AND SPORT
11009,5036,Foreign and Commonwealth Office
11010,5036,Department of International Trade
11011,5036,Department of International Trade
11012,5036,Department for International Development
11013,5036,Department for International Development
11014,5037,UNEP
11015,5037,DEFRA/DFID
11016,5039,EU
11017,5039,ESRC
11018,5039,NERC
11019,5039,EPSRC
11020,5039,Innovate UK
11021,5039,FAPESP
11022,5039,QNRF
11023,5039,Research England
11024,5039,GCRF
11025,5039,UGPN 
11026,5041,Global Integrity
11027,5041,British Academy / Department for International Development
11028,5041,European Commission
11029,5041,Economic and Social Research Council
11030,5041,Adam Smith International Ltd
11031,5041,U4 Anti-Corruption Resource Centre
11032,5042,British Academy/Leverhulme Trust
11033,5043,WHO
11034,5043,Program for Appropriate Technology in Health (PATH)
11035,5044,WHO
11036,5048,Economic and Social Research Council
11037,5048,British Academy
11038,5048,Isaac Newton Trust
11039,5048,Arts and Humanities Research Council
11040,5049,NERC
11041,5049,Leverhulme Trust
11042,5049,Operation Wallacea
11043,5049,Aquapak Polymers Limited
11044,5049,European Commission
11045,5050,University of Aberdeen Development Trust
11046,5050,Historic Environment Scotland
11047,5050,The Leverhulme Trust
11048,5052,Leverhulme Trust
11049,5053,Leicester City Council
11050,5053,NHS Sheffield
11051,5053,AHRC
11052,5053,Rotherham Metropolitan Borough Council
11053,5054,UK Government
11054,5055,EU Framework 6
11055,5055,EU Framework 6
11056,5055,BBSRC Government Partner Award with DEFRA
11057,5056,EPSRC - Engineering and Physical Sciences Research Council
11058,5056,Scottish Enterprise
11059,5057,ECB National Cricket Academy
11060,5058,AHRC
11061,5058,AHRC
11062,5058,AHRC
11063,5058,Arts Council England
11064,5059,AHRC
11065,5059,Arts Council England
11066,5060,AHRC
11067,5060,AHRC
11068,5061,UK Research and Innovation
11069,5061,Arts and Humanities Research Council
11070,5062,NIHR Programme
11071,5064,The British Council
11072,5064,TTA (Teacher Training Agency)
11073,5065,Innovia Films Ltd
11074,5066,AHRC (Arts & Humanities Research Council)
11075,5066,ESRC (Economic and Social Research Council)
11076,5067,ESRC
11077,5069,ASSOCIATION OF COMMONWEALTH UNIVERSITIES (UK)
11078,5069,BIOTECHNOLOGY & BIOLOGICAL SCIENCE RESEARCH COUNCIL (BBSRC)
11079,5069,BOEHRINGER INGELHEIM (EUROPE)(GERMANY)
11080,5069,MERIAL ANIMAL HEALTH (USA)
11081,5069,MERIAL ANIMAL HEALTH LTD (UK)
11082,5069,MINISTRY OF HIGHER EDUCATION (SULTANATE OF OMAN)
11083,5069,PFIZER LTD (UK)
11084,5070,Guy’s and St Thomas Charity
11085,5070,NHS Kent and Medway / KCC
11086,5070,Oak Foundation
11087,5070,NIHR
11088,5070,Dunhill Medical Trust
11089,5071,The British Academy
11090,5071,The British Academy
11091,5071,The British Academy
11092,5071,Leverhulme Trust
11093,5072,UK Department of Health
11094,5072,Medical Research Council
11095,5072,National Institute for Health Research
11096,5073,Science & Technology Facilities Council
11097,5073,Engineering and Physical Sciences Research Council
11098,5073,University of Nottingham
11099,5075,EPSRC
11100,5075,EPSRC
11101,5075,Dyson
11102,5075,ERC
11103,5076,The British Academy
11104,5076,AHRC
11105,5076,The University of London
11106,5077,BIOTECHNOLOGY & BIOLOGICAL SCIENCE RESEARCH COUNCIL (BBSRC)
11107,5077,BRITISH SMALL ANIMAL VETERINARY ASSOCIATION (UK)
11108,5077,DOGS TRUST (UK)
11109,5079,European Union
11110,5080,InnovateUK
11111,5080,DASA
11112,5080,H2020
11113,5081,DfID
11114,5081,ESRC
11115,5081,NERC/ESRC/DfID
11116,5082,Engineering and Physical Sciences Research Council
11117,5082,Innovate UK
11118,5083,National Institute for Health Research
11119,5084,AHRC
11120,5084,AHRC
11121,5084,British Academy
11122,5084, AHRC-GCRF Development Award
11123,5085,OFGEM
11124,5085,British Gas
11125,5085,Northern Powergrid
11126,5085,EA Technology
11127,5086,Wellcome Trust
11128,5086,MRC
11129,5087,Innovate UK
11130,5088,The Wellcome Trust
11131,5088,Royal Academy of Engineering
11132,5088,Arts Council England
11133,5088,Science and Technology Facilities Council 
11134,5089,Social Mobility Commission
11135,5091,Independent Social Research Foundation
11136,5091,Independent Social Research Foundation
11137,5091,Joseph Rowntree Foundation
11138,5092,Medical Research Council
11139,5092,Economic and Social Research Council
11140,5094,Health Foundation
11141,5094,Health Foundation
11142,5094,London Borough of Waltham Forest
11143,5094,NHS England
11144,5094,NHS England
11145,5094,Greater London Authority
11146,5095,EU FP7
11147,5095,H2020 
11148,5095,EU FP7
11149,5095,EU FP7
11150,5096,European consortium on European Commission (DG EMPL)
11151,5096,Equality & Human Rights Commission: Glasgow
11152,5096,Northern Ireland Human Rights Commission
11153,5097,City of London Coperation
11154,5098,European Commission
11155,5098,EPSRC
11156,5099,European Commission
11157,5101,UK Department of Health
11158,5101,The Health Foundation
11159,5101,The Health Foundation
11160,5101,NHS England
11161,5101,The Health Foundation
11162,5103,AHRC
11163,5104,Engineering and Physical Sciences Research Council
11164,5105,Jisc
11165,5106,Givaudan
11166,5106,Syft Technologies
11167,5106,NERC
11168,5106,NERC
11169,5106,NERC
11170,5106,NERC
11171,5106,NERC
11172,5106,NERC
11173,5106,Technology Strategy Board
11174,5108,BBSRC
11175,5108,BBSRC
11176,5108,BBSRC
11177,5108,BBSRC
11178,5108,STFC
11179,5108,STFC
11180,5108,STFC
11181,5108,The Royal Society
11182,5109,EPSRC
11183,5109,Leverhulme Trust
11184,5113,European Commission
11185,5113,European Space Agency
11186,5114,Research England and SWRI
11187,5114,Research England
11188,5114,STFC
11189,5114,Partnership for Clean Competition
11190,5116,"Ministry of Science and Innovation, Spain"
11191,5116,European Commission
11192,5117,HEFCE
11193,5117,Arts and Humanities Research Council
11194,5120,AHRC
11195,5120,ESRC
11196,5120,European Commission
11197,5121,AHRC
11198,5123,GCRF
11199,5123,British Academy
11200,5123,Documentation Centre for Music (DOMUS)
11201,5124,Gerda Henkel Stiftung
11202,5124,AHRC
11203,5124,ESRC
11204,5124,RVI (Rift Valley Institute)
11205,5125,British Academy
11206,5125,British Academy
11207,5126,UN Habitat
11208,5126,GCRF Internal Competitive Grant
11209,5127,DSTL
11210,5127,EPSRC
11211,5127,ESA
11212,5127,European Commission
11213,5127,NERC
11214,5127,QinetiQ
11215,5128,European Space Agency
11216,5128,European Commission
11217,5128,UK Space Agency
11218,5128,European Commission
11219,5129,Leverhulme Trust
11220,5130,ROYAL TOWN PLANNING INSTITUTE (UK)
11221,5131,Forest Research Institute
11222,5131,Royal Society
11223,5132,John Templeton Foundation
11224,5132,Templeton World Charity Foundation
11225,5132,Templeton Religious Trust
11226,5132,John Templeton Foundation
11227,5132,Templeton World Charity Foundation
11228,5132,Templeton Religion Trust
11229,5133,Mersey Care NHS Foundation Trust
11230,5134,Cancer Research UK
11231,5134,Candlelighters
11232,5134,European Commission
11233,5134,National Institute for Health Research
11234,5134,Teenage Cancer Trust
11235,5135,Cancer Research UK
11236,5135,Candlelighters
11237,5135,European Commission
11238,5135,National Institute for Health Research
11239,5135,Teenage Cancer Trust
11240,5136,EPSRC
11241,5137,The Leverhulme Trust
11242,5138,The Leverhulme Trust
11243,5139,"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants"
11244,5139,"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants"
11245,5139,"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants"
11246,5139,"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants"
11247,5139,"Dept of Health & Social Care (or sometimes recorded as CCF, PRP, NIHR) – all of the “productivity” grants"
11248,5139,DHSC PRP
11249,5139,Deptartment of Health
11250,5139,DHSC PRP
11251,5139,MRC
11252,5140,Engineering and Physical Sciences Research Council
11253,5141,University of Nottingham
11254,5142,Engineering and Physical Sciences Research Council
11255,5142,European Commission
11256,5143,AHRC
11257,5146,Social Sciences and Humanities Research Council of Canada 
11258,5146,"Sport Canada, Social Sciences and Humanities Social Research Council"
11259,5146,Creative Scotland and Glasgow Life
11260,5148,European Research Council
11261,5148,British Academy
11262,5148,British Academy
11263,5148,Arts & Humanities Research Board (AHRB)
11264,5148,British Academy
11265,5149,The Microbiology Society
11266,5149,EPSRC
11267,5149,Society for Applied Microbiology
11268,5151,AHRC
11269,5151,AHRC
11270,5151,Leverhulme
11271,5156,Department of Trade and Industry
11272,5156,European Commission
11273,5156,European Commission
