id,ics_table_id,funder
10014,4531,Innovate UK
10015,4532,Nottingham CityCare Partnership Community Interest Company
10016,4532,National Institute for Health Research
10017,4532,NHS Executive Trent
10018,4532,Department of Health
10019,4533,Royal Society For The Prevention Of Accidents
10020,4533,National Institute for Health Research
10021,4533,Department of Health
10022,4534,EPSRC
10023,4534,NERC
10024,4534,ESRC
10025,4534,EPSRC
10026,4534,EPSRC
10027,4535,Agriculture and Horticulture Development Board
10028,4535,Biotechnology and Biological Sciences Research Council
10029,4535,Wellcome Trust
10030,4537,ESRC (Economic and Social Research Council)
10031,4537,Innovate UK - KTP fkaTechnology Strategy Board (KTP)
10032,4538,Economic and Social Research Council
10033,4540,ESRC
10034,4540,Programa Integral de Seguridad Ciudadana
10035,4541,National Institute of Health Research
10036,4542,NIHR
10037,4542,Alzheimer’s Society
10038,4542,ESRC
10039,4543,NATIONAL INSTITUTE FOR HEALTH RESEARCH
10040,4543,European Commission
10041,4544,Biotechnology and Biological Sciences Research Council 
10042,4544,Sugar Nutrition UK
10043,4545,RURAL & ENVIRONMENT RESEARCH & ANALYSIS DIRECTORATE
10044,4545,"Department for Business, Energy and Industrial Strategy"
10045,4545,(via Hartley Anderson Ltd)
10046,4545,Scottish Natural Heritage
10047,4545,Moray Offshore Renewables Ltd
10048,4545,Highlands and Islands Enterprise
10049,4545,Crown Estate
10050,4545,Scottish Government
10051,4545,Beatrice Offshore Windfarm Ltd
10052,4546,Arts and Humanities Research Council
10053,4546,Safety and Security of Citizens and Society (NTU Funding)
10054,4547,Engineering and Physical Sciences Research Council
10055,4547,Economic and Social Research Council
10056,4547,Innovate UK
10057,4548,"Department for Environment, Food and Rural Affairs"
10058,4549,European Commission
10059,4549, Innovate UK
10060,4551,HGCA (now AHDB)
10061,4551,AHDB
10062,4551,Food Standards Agency
10063,4551,Bayer CropSciences
10064,4551,European Commission
10065,4553,"Welsh Government, Substance Misuse Division"
10066,4553,"Welsh Government, Substance Misuse Division"
10067,4553,"Welsh Government, Substance Misuse Division"
10068,4553,"Welsh Government, Substance Misuse Division"
10069,4554,MRC
10070,4555,National Institute for Health Research
10071,4555,Smith and Nephew Foundation
10072,4557,NHS Lanarkshire
10073,4557,MRC
10074,4557,Health Protection Scotland
10075,4557,Public Health Scotland
10076,4557,European Centre for Disease Control (ECDC)
10077,4557,Chief Scientist Office
10078,4558,European & Developing Countries Clinical Trials Partnership
10079,4558,Medical Research Council
10080,4558,Wellcome Trust
10081,4558,British Infection Association
10082,4559,NIHR
10083,4559,NIHR
10084,4560,ESRC
10085,4560,EPSRC
10086,4561,Health Education England
10087,4561,Pfizer
10088,4561,Economic and Social Research Council
10089,4561,Pfizer/East Midlands Academic Health Science Network
10090,4562,European Commission
10091,4564,Research England
10092,4564,Wolfson Foundation
10093,4564,NIHR RfPB
10094,4564,NHMRC
10095,4564,EU Horizon2020
10096,4564,NIHR HTA
10097,4564,British Heart Foundation
10098,4564,Yorkshire Cancer Research
10099,4564,Dunhill Medical Trust
10100,4565,European Commission
10101,4565,Arts and Humanities Research Council
10102,4565,Police and Crime Commissioner for Nottinghamshire
10103,4567,"DEPARTMENT FOR BUSINESS, INNOVATION AND SKILLS (UK)"
10104,4567,GLAXOSMITHKLINE BIOLOGICALS S.A. (BELGIUM)
10105,4567,NATIONAL INSTITUTES OF HEALTH (NIH) (USA)
10106,4567,WELLCOME TRUST (UK)
10107,4568,International Rugby Board (now World Rugby)
10108,4569,Rugby Football Union
10109,4569,Private Physiotherapy Educational Foundation (PPEF)
10110,4571,Bill & Melinda Gates Foundation
10111,4571,European Commission
10112,4571,Royal Society
10113,4571,Wellcome Trust
10114,4571,Wolfson Foundation
10115,4571,Innovative Vector Control Consortium
10116,4571,UNITAID (hosted by WHO)
10117,4571,World Health Organization
10118,4571,National Institutes of Health
10119,4571,Against Malaria Foundation
10120,4571,Engineering and Physical Sciences Research Council
10121,4571,Department for International Development
10122,4571,United States Agency for International Development
10123,4571,Biotechnology and Biological Sciences Research Council
10124,4571,Vestergaard (Switzerland)
10125,4572,NIHR
10126,4572,The Health Foundation
10127,4573,Plymouth Hospitals NHS Trust
10128,4573,The Mary Kinross Charitable Trust managed through Peninsula Medical Foundation
10129,4574,EPSRC
10130,4574,EPSRC
10131,4574,EPSRC
10132,4574,EPSRC
10133,4574,EPSRC
10134,4574,Innovate UK
10135,4574,Metal Cladding and Roofing Association
10136,4576,ESRC
10137,4578,Innovate UK
10138,4578,AHDB (formerly EBLEX)
10139,4578,Defra
10140,4578,Defra
10141,4580,European Commission
10142,4580,European Commission
10143,4580,"EPSRC, CPNI"
10144,4580,EPSRC
10145,4580,EDF Energy
10146,4580,EPSRC
10147,4580,EPSRC
10148,4580,European Commission
10149,4580,European Commission
10150,4580,Leverhulme Foundation
10151,4581,NIHR
10152,4582,Healthcare Quality Improvement 
10153,4582,Healthcare Quality Improvement 
10154,4582,Healthcare Quality Improvement 
10155,4583,Engineering and Physical Sciences Research Council (EPSRC)
10156,4583," Business Energy and Industrial Strategy (BEIS), via BRE"
10157,4584,European Commission
10158,4584, NHS England
10159,4584, Innovate UK
10160,4584, European Commission
10161,4584, British Council
10162,4584, NIHR
10163,4584,InnovateUK
10164,4585,NIHR
10165,4585,NIHR
10166,4585,NIHR
10167,4586,Medical Research Council
10168,4587,Economic and Social Research Council
10169,4588,European Commission
10170,4588,"Foreign, Commonwealth & Development Office (DFID)"
10171,4588,Medical Research Council
10172,4588,National Institute for Health Research
10173,4588,Nigerian Government (Nigeria)
10174,4588,Sir Halley Stewart Trust
10175,4588,Therapeutic Antibodies Inc
10176,4588,Wellcome Trust
10177,4588,World Health Organization
10178,4591,NIHR
10179,4591,European commission
10180,4591,British renal society
10181,4591,Oral and dental research trust
10182,4592,Manchester Community Safety Partnership Board
10183,4592,Manchester City Council Public Health Team
10184,4592,Greater Manchester Combined Authority
10185,4592,Economic and Social Research Council 
10186,4593,Environment Agency
10187,4593,DEFRA
10188,4593,Zero Waste Scotland
10189,4593,NERC
10190,4593,ESRC
10191,4593,Innovate UK
10192,4594,Multiple Sclerosis Society
10193,4595,European Union
10194,4597,Money Advice Service
10195,4597,Arts and Humanities Research Council
10196,4597,Carnegie UK Trust
10197,4597,Barrow Cadbury Trust
10198,4597,Coventry University
10199,4598,EPSRC
10200,4598,Royal Society
10201,4598,Toyota Motor Corporation (Japan)
10202,4598,Vienna Science and Technology Fund
10203,4599,G1: EPSRC NetworkPlus
10204,4599,G2-G3: EPSRC
10205,4600,British Academy
10206,4600,Economic and Social Research Council
10207,4600,Academy of Medical Sciences
10208,4601,College of Optometrists
10209,4601,British Council
10210,4601,Research England
10211,4601,Lions Club International
10212,4602,Natural Environment Research Council
10213,4602,Shell Global Solutions Intl.
10214,4603,National Institute for Health Research
10215,4605,EPSRC
10216,4605,National Grid
10217,4606,Scottish Government
10218,4607,EPSRC IAA
10219,4607,NERC
10220,4607,MRC
10221,4607,Innovate UK
10222,4609,Wellcome Trust
10223,4609,Wellcome Trust
10224,4609,Thrasher Research Fund
10225,4610,Football Association
10226,4610,Medical Research Council
10227,4611,Medical Research Council
10228,4612,Natural Environment Research Council
10229,4612,Natural Environment Research Council
10230,4612,EU FP7
10231,4613,Leverhulme Trust 
10232,4613, ESPA-SPACES programme
10233,4613, Leverhulme Trust
10234,4613, British Council
10235,4613, Fondation Bertarelli
10236,4614,BIOTECHNOLOGY & BIOLOGICAL SCIENCE RESEARCH COUNCIL (BBSRC)
10237,4614,"NATIONAL CENTRE FOR THE REP, REF AND RED OF ANIMALS USED IN RESEARCH (NC3RS)"
10238,4614,WELLCOME TRUST (UK)
10239,4615,European Commission
10240,4615,General Medical Council
10241,4616,NHS CANCER SCREENING PROGRAMMES
10242,4616,Public Health England (PHE)
10243,4617,British Academy - Newton Fund
10244,4619,ESRC
10245,4621,UK Research & Innovation
10246,4621,ESRC
10247,4622,British Academy
10248,4624,Economic and Social Research Council
10249,4624,Leverhulme Trust
10250,4626,Sweden Expert Group for Public Economics
10251,4626,Finnish Centre for Pensions
10252,4630,Foreign & Commonwealth Office
10253,4633,University College London
10254,4633,Climate Development Knowledge Network (CDKN)
10255,4633,ESRC
10256,4634,Commission of the European Communities
10257,4635,Leverhulme Trust
10258,4639,British Academy
10259,4640,Carnegie Corporation of New York
10260,4640,British Council
10261,4641,AHRC
10262,4641,AHRC
10263,4641,AHRB (now AHRC)
10264,4641,BA/Leverhulme Science
10265,4641,European Union
10266,4641, Arts and Humanities Research Council (AHRC)
10267,4641, Polish Ministry of Culture and National Heritage
10268,4641, Swedish National Heritage Board
10269,4642,Arts and Humanities Research Council
10270,4642,British Academy
10271,4642,Heritage Lottery Fund
10272,4644,Japan Society for the Promotion of Science
10273,4644,Toyota Foundation
10274,4645,Economic and Social Research Council
10275,4645,Barrow Cadbury Trust
10276,4645,European Commission
10277,4645,Joseph Rowntree Foundation
10278,4645,Home Office
10279,4645,Birmingham City Council
10280,4646,NORFACE (New Opportunities for Research Funding Co-operation Agency in Europe)
10281,4646,Center for Global Development (USA)
10282,4646,EU Horizon 2020
10283,4647,Open Society Foundations
10284,4647,London School of Economics and Political Science
10285,4651,European Research Council
10286,4652,G1: Big Lottery 
10287,4653,"School of Advanced Study, University of London"
10288,4655,AHRC
10289,4656,Arts & Humanities Research Council
10290,4657,HEFCE
10291,4657,Equalities and Humanities Research Council (EHRC)
10292,4657,AHRC
10293,4657,Culham St Gabriels Trust
10294,4658,Esmée Fairbairn Foundation
10295,4658,Culham St Gabriel’s Trust
10296,4658,St Luke’s College Foundation
10297,4659,AHRC
10298,4660,AHRC
10299,4661,Arts and Humanities Research Council
10300,4662,Arts and Humanities Research Council
10301,4662,"Royal Holloway, University of London"
10302,4663,Diabetes UK
10303,4663,NovoNordisk
10304,4663,Diabetes UK
10305,4663,Diabetes UK
10306,4663,European Foundation for the Study of Diabetes
10307,4663,NIHR Biomedical Research Centre 
10308,4666,PhD Support
10309,4666,PEER Award
10310,4666,Scottish Funding Council
10311,4667,Leverhulme Trust
10312,4668,EU Northern Periphery & Artic Programme
10313,4671,Chevron
10314,4673,Catholic Bishops Conference of England and Wales Board of Religious Studies
10315,4674,AHRC
10316,4674,Leverhulme
10317,4675,Arts and Humanities Research Council
10318,4677,National Institute for Health Research
10319,4677,Wellcome Trust
10320,4679,Sugar Bureau
10321,4679,Mars Inc
10322,4679,British Broadcasting Corporation
10323,4679,European Commission
10324,4683,Leverhulme
10325,4683,Darwin Initiative
10326,4683,Esmee Fairbairn Foundation
10327,4683,John Ellerman Foundation
10328,4683,Defra
10329,4684,Leverhulme Trust
10330,4684,Economic and Social Research Council
10331,4685,EPSRC
10332,4685,Australian Research Council
10333,4686,Engineering and Physical Sciences Research Council
10334,4686,Engineering and Physical Sciences Research Council
10335,4686,Engineering and Physical Sciences Research Council
10336,4686,Scottish Enterprise
10337,4686,Engineering and Physical Sciences Research Council
10338,4687,BBSRC
10339,4687,BBSRC
10340,4688,USA National Institutes of Health
10341,4689,Haygain LTd
10342,4689,Waltham Centre for Pet Nutrition
10343,4689,Fred and Marjory Sainsbury Trust 
10344,4689,CONVENTIONS INDUSTRIELLES DE FORMATION PAR LA RECHERCHE (CIRFE)
10345,4690,NERC
10346,4690,UKRI
10347,4690,BBSRC
10348,4690,MRC
10349,4692,DePuy International Ltd. 
10350,4693,The Carnegie Trust
10351,4693,European Research Council
10352,4693,Arts and Humanities Research Council
10353,4693,ESRC
10354,4693,ESRC
10355,4694,British Academy
10356,4694,Abdul Latif Jameel Poverty Action Lab
10357,4695,NERC
10358,4695,European Commission
10359,4695,DEFRA
10360,4696,European Commission
10361,4696,NERC
10362,4697,Rockefellar Foundation
10363,4701,Medical Research Council
10364,4701,Biotechnology and Biological Sciences Research Council
10365,4701,European Commission
10366,4703,Big Lottery Fund
10367,4703,"European Union, through Rainer (now Catch 22)"
10368,4703,Youth Justice Board / Manchester City Council
10369,4704,Big Lottery Fund
10370,4704,Alcohol Research UK
10371,4706,ESRC
10372,4706, ESRC
10373,4707,Arts and Humanities Research Council
10374,4707,British Academy
10375,4707,Leverhulme Trust
10376,4710,HERA - Humanities in the European Research Area 
10377,4710, ESRC
10378,4710, ESRC
10379,4710, AHRC
10380,4710, ESRC
10381,4713,Canadian SSHRC
10382,4713,AHRC
10383,4714,Public Health England
10384,4714,MSD UK
10385,4715,AHRC
10386,4716,AHRC
10387,4717,ESRC
10388,4717,Philip Leverhulme Trust
10389,4717,The British Academy
10390,4718,Welsh Government
10391,4719,Joseph Rowntree Foundation
10392,4719,Nuffield Foundation
10393,4720,NIHR
10394,4720,NIHR Cambridge. Biomedical Research Centre
10395,4721,AHRC
10396,4722,NERC
10397,4722,NERC
10398,4722,NERC
10399,4724,Royal Society
10400,4725,Wellcome Trust
10401,4725, Medical Research Council
10402,4726,British Academy
10403,4726,European Commission
10404,4726,Leverhulme Trust
10405,4727,ERC
10406,4727,AHRC
10407,4728,Innovate UK
10408,4728,Innovate UK
10409,4728,Welsh Government
10410,4729,World Wildlife Fund
10411,4731,AHRC
10412,4732,Academy of Marketing
10413,4734,NERC
10414,4734,British Ecological Society
10415,4735,BBSRC
10416,4735,NERC
10417,4735,Natural England
10418,4735,ESRC Impact Accelerator and Research England Higher Education Innovation Fund
10419,4737,Chatered Institute of Management Accountants
10420,4738,British Academy
10421,4738,ESRC
10422,4738,ESRC
10423,4738,ESRC
10424,4739,ESRC
10425,4739,DfES
10426,4739,Gatsby Foundation
10427,4739,Nuffield Foundation
10428,4739,ESRC
10429,4740,EU Culture Programme
10430,4740,European Commission
10431,4741,1) Economic and Social Research Council
10432,4741,2) Economic and Social Research Council
10433,4741,3) Economic and Social Research Council
10434,4741,4) European Union
10435,4743,AHRC Research Grant
10436,4743,Leverhulme Major Research Fellowship
10437,4744,Highland and Islands Enterprise
10438,4744,DYLAN – Language Dynamics and The Management of Diversity. EU Integrated Framework 6 Project
10439,4745,AHRC
10440,4747,British Academy
10441,4747,Leverhulme Trust
10442,4748,Ministerio de Educación Cultura y Deporte (Spanish Ministry of Education)
10443,4749,Economic and Social Research Council 
10444,4750,Millenium Challenge Corporation
10445,4750,Augean PLC
10446,4750,Tate & Lyle
10447,4750,Interreg IVB NWE Programmes
10448,4752,British Academy
10449,4752,Leverhulme Trust
10450,4753,European Commission
10451,4753, Getty Foundation
10452,4753, AHRC
10453,4753, National Trust
10454,4753, VISTA AR
10455,4753, UKRI
10456,4753, AHRC
10457,4754,British Library
10458,4754,British Library
10459,4754,ESRC
10460,4754,Omohundro Institute of Early America History and Culture
10461,4754, Social Sciences and Humanities Research Council of Canada 
10462,4754,University of Chicago
10463,4757,Welsh Government
10464,4760,"Cafcass, Ministry of Justice"
10465,4760,Nuffield Foundation
10466,4760,Nuffield Foundation
10467,4760,Nuffield Foundation
10468,4762,Arts and Humanities Research Council
10469,4762,Arts and Humanities Research Council
10470,4763,BRITISH ACADEMY (UK)
10471,4765,UKRI
10472,4765,ERC
10473,4765,National Geographic Society
10474,4765,Leverhulme Trust
10475,4765,UKRI (was RCUK-CONFAP)
10476,4765,AHRC
10477,4765,FAPESP
10478,4765,Wenner-Gren Foundation
10479,4766,AHRC (under AHRB)
10480,4766,Arcadia (The British Library)
10481,4766,AHRC
10482,4766,European Research Council
10483,4766,ESRC
10484,4766,Social Sciences and Humanities Research Council of Canada
10485,4766,Leverhulme Trust
10486,4771,Arts and Humanities Research Council
10487,4771,Economic and Social Research Council
10488,4771,European Observation Network for Territorial Development and Cohesion (ESPON)
10489,4773,British Academy
10490,4773,AHRC
10491,4775,ESRC
10492,4775,National Housing and Planning Advice Unit Period
10493,4775,Gloucestershire County & Districts Councils
10494,4775,Joseph Rowntree Foundation
10495,4775,Crisis
10496,4775,Crisis and National Housing Federation
10497,4776,Cancer Research UK
10498,4776,European Research Council
10499,4777,Wellcome Trust
10500,4777,Diabetes UK
10501,4777,European Foundation for the Study of Diabetes -Novo Nordisk
10502,4777,Diabetes Research and Wellness Foundation
10503,4777,Diabetes UK
10504,4777,Naomi Berrie Foundation
10505,4778,Engineering and Physical Sciences Research Council (EPSRC)
10506,4778, Innovate UK
10507,4779,BBSRC
10508,4779, Wellcome Trust
10509,4779, European Commission
10510,4780,European Commission
10511,4781,National Institutes of Health/ Immune Tolerance Network
10512,4781,National Institutes of Health /Immune Tolerance Network
10513,4781,National Institutes of Health/ Immune Tolerance Network
10514,4781,Food Standards Agency /  Medical Research Council
10515,4782,National Institutes of Health/ Immune Tolerance Network
10516,4782,National Institutes of Health /Immune Tolerance Network
10517,4782,National Institutes of Health/ Immune Tolerance Network
10518,4782,Food Standards Agency /  Medical Research Council
10519,4783,National Lottery Heritage Fund
10520,4785,EPSRC
10521,4785,GSK/UCL
10522,4786,NERC
10523,4786,EPSRC
10524,4790,Engineering and Physical Sciences Research Council
10525,4791,Carnegie Trust for the Universities of Scotland
10526,4792,Paul Mellon Centre 
10527,4793,EPSRC
10528,4793,EPSRC
10529,4793,EPSRC
10530,4793,EPSRC
10531,4793,EPSRC
10532,4794,EPSRC
10533,4795,QinetiQ
10534,4795,European Commission
10535,4795,EPSRC
10536,4795,European Commission (via WEFO)
10537,4795,HEFCW
10538,4795,DATASAT Europe Limited
10539,4796,Innovate UK
10540,4799,EPSRC
10541,4801,Leverhulme Trust
10542,4801,British Academy 
10543,4802,British Academy
10544,4802,Harry Ransom Center
10545,4802,Loeb Classical Library
10546,4803,EPSRC
10547,4803,ERC
10548,4804,Newcastle Healthcare Charity 
10549,4804,Verastem 
10550,4804,JGW Patterson Foundation 
10551,4804,Newcastle Health Care Charity and the Newcastle upon Tyne Hospitals NHS Charity
10552,4804,BioMarin 
10553,4804,Pfizer 
10554,4804,Pfizer 
10555,4804,Cancer Research UK
10556,4804,"American Institute for Cancer Research, now Worldwide Cancer Research"
10557,4804,Pfizer
10558,4804,Cancer Research UK
10559,4804,Newcastle upon Tyne NHS Foundation Trust Flexibility and Sustainability Funding
10560,4807,Arts and Humanities Research Council
10561,4809,European Union
10562,4811,AHRC (Arts & Humanities Research Council)
10563,4811,ESRC (Economic and Social Research Council)
10564,4811,NESTA
10565,4811,Research England
10566,4812,Oak Foundation via International Inspiration
10567,4813,BBSRC
10568,4813,NERC
10569,4815,Economic Social Research Council (ESRC)
10570,4817,BAE Systems
10571,4818,Trading Standards
10572,4818,Burdett Trust for Nursing
10573,4818,Royal Mail
10574,4818,Age UK
10575,4819,National Lottery Community Fund
10576,4819,Children's Commissioner for England
10577,4819,University of Bedfordshire
10578,4819,The Esmee Fairbairn Foundation
10579,4819,Children's Commissioner for England
10580,4819,The Samworth Foundation (2016-18)             Trust for London (2016-18)                        The Esmee Fairbairn Foundation (2016-18 and 2018 - 22)
10581,4819,The Oak Foundation
10582,4820,Leverhulme Trust
10583,4821,ESRC
10584,4821,AHRC
10585,4821,ESRC
10586,4821,Leverhulme
10587,4821,ESRC
10588,4821,ESRC
10589,4822,1) Scottish Government
10590,4822,2) Scottish Government
10591,4823,HEALTHCARE MEDICAL TRUST
10592,4823,DEPARTMENT OF HEALTH AND SOCIAL CARE
10593,4823,NIHR
10594,4824,Department of Trade and Industry
10595,4824,Engineering and Physical Sciences Research Council
10596,4824,Innovate UK
10597,4824,Ordnance Survey
10598,4824,Symology Ltd
10599,4824,Yorkshire Water
10600,4825,Royal Society
10601,4825,Heart Research UK
10602,4825,The Mercia Fund
10603,4825,European Commission
10604,4825,The Technology Strategy Board (TSB)
10605,4825,"The National Centre for the Replacement, Refinement and Reduction of animals in Research (NC3Rs)"
10606,4825,Research Councils UK
10607,4825,InnovateUK
10608,4825,"The National Centre for the Replacement, Refinement and Reduction of animals in Research (NC3Rs)"
10609,4825,European Institute of Innovation and Technology
10610,4825,Research Councils UK
10611,4825,InnovateUK
10612,4826,KTP
10613,4826,Martec
10614,4827,Northumbria safer roads initiative
10615,4827,Gateshead Council
10616,4827,EPSRC
10617,4828,Chief Scientist's Office CSO
10618,4828,NHS Education for Scotland (NES) (West Region)
10619,4828,Greater Glasgow NHS
10620,4828,MRC (Medical Research Council)
10621,4828,Health Foundation
10622,4829,Nuclear Decommissioning Authority
10623,4829,REACT Engineering
10624,4829,UK Research and Innovation
10625,4830,European Union
10626,4830,British Academy
10627,4830,European Union
10628,4830,University of Bristol
10629,4830,ESRC
10630,4831,National Institute of Health Research
10631,4832,European Commission
10632,4834,EPSRC
10633,4835,EPSRC
10634,4836,PPARC-PARTICLE PHYSICS & ASTRONOMY RESEARCH COUNCIL
10635,4836,PPARC-PARTICLE PHYSICS & ASTRONOMY RESEARCH COUNCIL
10636,4836,Science And Technology Facilities Council
10637,4836,Science And Technology Facilities Council
10638,4836,Science And Technology Facilities Council
10639,4836,European Commission
10640,4836,PPARC-PARTICLE PHYSICS & ASTRONOMY RESEARCH COUNCIL
10641,4836,Science And Technology Facilities Council
10642,4836,Science And Technology Facilities Council
10643,4836,Science And Technology Facilities Council
10644,4836,Science And Technology Facilities Council
10645,4836,Science And Technology Facilities Council
10646,4836,Science And Technology Facilities Council
10647,4837,1) Scottish Government
10648,4837,2) Engineering and Physical Sciences Research Council
10649,4837,3) Royal Society of Edinburgh
10650,4837,4) Engineering and Physical Sciences Research Council
10651,4838,AHRC (Arts & Humanities Research Council)
10652,4838,Arcadia Fund
10653,4838,Leverhulme Trust
10654,4839,National Institute for Health Research (NIHR)
10655,4839,NHS
10656,4842,Psychiatry Research Trust
10657,4842,NIHR
10658,4842,NIHR
10659,4842,Health Foundation
10660,4843,MRC
10661,4843,UNAIDS
10662,4843,Bill & Melinda Gates Foundation
10663,4843,World Health Organization
10664,4844,Engineering and Physical Sciences Research Council (EPSRC)
10665,4844, CTA
10666,4844,  Engineering and Physical Sciences Research Council (EPSRC) - Impact Acceleration Accounts
10667,4844, Higher Education Innovation Fund (HEIF)
10668,4845,National Institute of Health Research (NIHR)
10669,4845,Kidney Research UK
10670,4845,NIHR Programme Grant
10671,4845,NIHR Research for Patient Benefit funded PITHIA study
10672,4846,Dunhill Medical Trust.
10673,4846,Abbott Point of Care. 
10674,4846,Laerdal Foundation 
10675,4846,Healthcare Improvement Scotland 
10676,4848,"Department of Health, UK"
10677,4848,"National Institutes of Health, USA"
10678,4851,UK Government (Harris Review)
10679,4852,Arts & Humanities Research Council
10680,4853,National Institute for Health Research
10681,4854,NIHR
10682,4855,EPSRC
10683,4855, Ningbo Natural Science Foundation
10684,4855, Natural Science Foundation of China
10685,4855, National Social Science Foundation of China
10686,4856,Department of Health
10687,4856,University Hospitals Birmingham NHS Foundation Trust
10688,4856,NIHR HS&DR
10689,4856,NIHR
10690,4856,Sandwell and West Birmingham Hospitals NHS Trust
10691,4856,The University Hospitals Coventry and Warwickshire NHS Trust 
10692,4856,ESRC
10693,4856,Australian Research Council
10694,4856,Heart of England NHS Foundation Trust
10695,4856,Department of Health
10696,4858,SCG
10697,4858,EPSRC
10698,4859,Engineering and Physical Sciences Research Council
10699,4859,First Rail Holdings Ltd
10700,4860,Erasmus+
10701,4863,Berendel Foundation
10702,4867,The Crown Estate
10703,4867,Orkney Islands Council
10704,4867,European Commission
10705,4867,Marine Scotland via Orkney Sustainable Fisheries Ltd and Orkney Fisheries Association
10706,4868,Wellcome Trust
10707,4869,Natural Environment Research Council
10708,4870,Arts and Humanities Research Council
10709,4871,John Templeton Foundation
10710,4871,The Blankemeyer Foundation
10711,4872,Arts and Humanities Research Council (AHRC)
10712,4873,Scottish Government
10713,4873,Scottish Arts Council
10714,4873,British Academy
10715,4873,British Educational Research Association
10716,4875,Economic and Social Research Council (ERSC)
10717,4876,European Union
10718,4876,Rolls Royce
10719,4878,ITF Sefarers Trust
10720,4879,NERC - Natural Environment Research Council
10721,4879,Natural England
10722,4879,"Department of Business, Energy and Industrial Strategy"
10723,4879,NatureScot (prev. Scottish Natural Heritage)
10724,4879,Northern Ireland Environment Agency (NIEA) 
10725,4879,"Department of Agriculture, Environment and Rural Affairs (DAERA)"
10726,4879,Marine Current Turbin Marine Scotland (Scottish Government)
10727,4879,Esmée Fairbairn Foundation
10728,4879,Marine Scotland (Scottish Government)
10729,4880,Shakespeare Birthplace Trust
10730,4880, Channel 4
10731,4881,EPSRC
10732,4881,Innovate UK
10733,4883,Oak Foundation
10734,4883,British Academy
10735,4884,
10736,4885,ESRC
10737,4885,ESRC
10738,4885,ESRC
10739,4885,ESRC
10740,4886,Antipode Foundation ltd
10741,4886,European Union
10742,4886,University of Leicester
10743,4886,Economic and Social Research Council
10744,4888,European Commission
10745,4888,European Commission
10746,4888,European Commission
10747,4888,EPSRC
10748,4888,Defense Advanced Research Projects Agency
10749,4888,Defense Advanced Research Projects Agency
10750,4890,Chief Scientist Office
10751,4890,Wellcome Trust
10752,4890,ESRC
10753,4891,Economic and Social Research Council
10754,4892,AHRC (Arts & Humanities Research Council)
10755,4894,Rothamsted Research
10756,4894,Rothamsted Research
10757,4898,British Academy
10758,4899,Arts and Humanities Research Council (AH/I004246/1)
10759,4899,REACT Knowledge Exchange Hub (AHRC) 
10760,4899,"British Academy, Royal Academy of Engineering and Royal Society (The Academies) (APX\R1\180118)"
10761,4900,1) Economic and Social Research Council
10762,4900,2) AHRC
10763,4900,3) Economic and Social Research Council
10764,4900,4) Carnegie Trust
10765,4900,5) Economic and Social Research Council
10766,4901,European Union
10767,4903,Engineering and Physical Science Research Council 
10768,4904,1) Chief Scientist Office
10769,4904,2) Chief Scientist Office
10770,4904,3) National Institute for Health Research
10771,4905,Road Safety Trust
10772,4907,Macmillan Cancer Support
10773,4907,National Institute for Health Research
10774,4907,Prostate Cancer UK
10775,4907,Yorkshire Cancer Research
10776,4909,Engineering and Physical Sciences Research Council (EPSRC) 
10777,4909,Innovate UK
10778,4909,Innovate UK
10779,4909,Royal Academy of Engineering
10780,4913,Dyson
10781,4913,EPSRC
10782,4914,Office of the Deputy Prime Minister
10783,4914,One North East
10784,4914,Office for National Statistics
10785,4914,Greater London Authority
10786,4914,Centre for Cities
10787,4914,National Housing and Planning Advisory Unit
10788,4914,Eurostat
10789,4914,Joseph Rowntree Foundation
10790,4914,West Yorkshire Combined Authority
10791,4915,Wellcome Trust
10792,4915,European Commission
10793,4915,Office for National Statistics
10794,4915,Office for National Statistics
10795,4915,European Commission
10796,4916,1-15) Historic Scotland
10797,4919,Imperial College Healthcare Charity
10798,4919,NIHR Imperial Biomedical Research Centre
10799,4919,Tommy's
10800,4920,European Commission
10801,4922,South Wales Police
10802,4922,MAC AIDS
10803,4922,Big Lottery Fund
10804,4922,Welsh Government
10805,4926,Australian Research Council
10806,4928,EU - European Union
10807,4929,Financial Conduct Authority
10808,4929,Economic and Social Research Council
10809,4931,ESRC
10810,4933,Engineering and Physical Sciences Research Council
10811,4933,Arts and Humanities Research Council
10812,4933,UK Research and Innovation
10813,4934,Cambridgeshire & Peterborough NHS Trust
10814,4934, Wellcome Trust
10815,4935,Economic and Social Research Council
10816,4935,British Academy
10817,4936,Arts & Humanities Research Council (AHRC)
10818,4937,Preston City Council
10819,4937,Arts Council of England
10820,4938,Institute of Coaching
10821,4939,"European Commission, Joint Research Centre:"
10822,4940,University of Nottingham
10823,4941,Economic and Social Research Council
10824,4943,Economic and Social Research Council 
10825,4944,Heritage Lottery Fund
10826,4946,Economic and Social Research Council
10827,4947,Economic and Social Research Council
10828,4948,British Academy
10829,4950,ESRC
10830,4951,1) Government of Ireland / National Council for Curriculum & Assessment
10831,4951,2) University of Wales Trinity Saint David
10832,4951,3) Welsh Government
10833,4951,4) Economic and Social Research Council
10834,4952,EPSRC (Engineering and Physical Sciences Research Council)
10835,4952,Crown Estate Scotland
10836,4954,European Union
10837,4954,Engineering and Physical Sciences Research Council (EPSRC)
10838,4954,"Engineering and Physical Sciences Research Council (EPSRC), via the UK Energy Research Centre"
